"index","eco","title","pgn","last_ply","sq_from","sq_to","sq_check","fen"
"8352","D74","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O c6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O c6","7.  ... c6","c7","c6","","rnbq1rk1/pp2ppbp/2p3p1/3n4/3P4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 8"
"8353","D74","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O c5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O c5","7.  ... c5","c7","c5","","rnbq1rk1/pp2ppbp/6p1/2pn4/3P4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 8"
"8354","D74","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O c5 8.e4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O c5 8. e4","8. e4 ... ","e2","e4","","rnbq1rk1/pp2ppbp/6p1/2pn4/3PP3/5NP1/PP3PBP/RNBQ1RK1 b - - 0 8"
"8355","D74","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O c5 8.e4 Nf6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O c5 8. e4 Nf6","8.  ... Nf6","d5","f6","","rnbq1rk1/pp2ppbp/5np1/2p5/3PP3/5NP1/PP3PBP/RNBQ1RK1 w - - 1 9"
"8356","D74","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O c5 8.e4 Nf6 9.e5 Nd5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O c5 8. e4 Nf6 9. e5 Nd5","9.  ... Nd5","f6","d5","","rnbq1rk1/pp2ppbp/6p1/2pnP3/3P4/5NP1/PP3PBP/RNBQ1RK1 w - - 1 10"
"8357","D75","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O c5 8.Nc3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O c5 8. Nc3","8. Nc3 ... ","b1","c3","","rnbq1rk1/pp2ppbp/6p1/2pn4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 1 8"
"8358","D75","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O c5 8.Nc3 Nxc3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O c5 8. Nc3 Nxc3","8.  ... Nxc3","d5","c3","","rnbq1rk1/pp2ppbp/6p1/2p5/3P4/2n2NP1/PP2PPBP/R1BQ1RK1 w - - 0 9"
"8359","D75","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O c5 8.Nc3 Nxc3 9.bxc3 cxd4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O c5 8. Nc3 Nxc3 9. bxc3 cxd4","9.  ... cxd4","c5","d4","","rnbq1rk1/pp2ppbp/6p1/8/3p4/2P2NP1/P3PPBP/R1BQ1RK1 w - - 0 10"
"8360","D75","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O c5 8.dxc5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O c5 8. dxc5","8. dxc5 ... ","d4","c5","","rnbq1rk1/pp2ppbp/6p1/2Pn4/8/5NP1/PP2PPBP/RNBQ1RK1 b - - 0 8"
"8361","D75","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O c5 8.dxc5 Na6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O c5 8. dxc5 Na6","8.  ... Na6","b8","a6","","r1bq1rk1/pp2ppbp/n5p1/2Pn4/8/5NP1/PP2PPBP/RNBQ1RK1 w - - 1 9"
"8362","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6","7.  ... Nb6","d5","b6","","rnbq1rk1/ppp1ppbp/1n4p1/8/3P4/5NP1/PP2PPBP/RNBQ1RK1 w - - 2 8"
"8363","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3","8. Nc3 ... ","b1","c3","","rnbq1rk1/ppp1ppbp/1n4p1/8/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 3 8"
"8364","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6","8.  ... Nc6","b8","c6","","r1bq1rk1/ppp1ppbp/1nn3p1/8/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 4 9"
"8365","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6 9.e3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6 9. e3","9. e3 ... ","e2","e3","","r1bq1rk1/ppp1ppbp/1nn3p1/8/3P4/2N1PNP1/PP3PBP/R1BQ1RK1 b - - 0 9"
"8366","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6 9.e3 e5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6 9. e3 e5","9.  ... e5","e7","e5","","r1bq1rk1/ppp2pbp/1nn3p1/4p3/3P4/2N1PNP1/PP3PBP/R1BQ1RK1 w - - 0 10"
"8367","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6 9.e3 e5 10.d5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6 9. e3 e5 10. d5","10. d5 ... ","d4","d5","","r1bq1rk1/ppp2pbp/1nn3p1/3Pp3/8/2N1PNP1/PP3PBP/R1BQ1RK1 b - - 0 10"
"8368","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6 9.e3 e5 10.d5 Na5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6 9. e3 e5 10. d5 Na5","10.  ... Na5","c6","a5","","r1bq1rk1/ppp2pbp/1n4p1/n2Pp3/8/2N1PNP1/PP3PBP/R1BQ1RK1 w - - 1 11"
"8369","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6 9.e3 Re8","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6 9. e3 Re8","9.  ... Re8","f8","e8","","r1bqr1k1/ppp1ppbp/1nn3p1/8/3P4/2N1PNP1/PP3PBP/R1BQ1RK1 w - - 1 10"
"8370","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6 9.e3 Re8 10.d5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6 9. e3 Re8 10. d5","10. d5 ... ","d4","d5","","r1bqr1k1/ppp1ppbp/1nn3p1/3P4/8/2N1PNP1/PP3PBP/R1BQ1RK1 b - - 0 10"
"8371","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6 9.d5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6 9. d5","9. d5 ... ","d4","d5","","r1bq1rk1/ppp1ppbp/1nn3p1/3P4/8/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 0 9"
"8372","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6 9.d5 Na5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6 9. d5 Na5","9.  ... Na5","c6","a5","","r1bq1rk1/ppp1ppbp/1n4p1/n2P4/8/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 1 10"
"8373","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6 9.d5 Na5 10.e4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6 9. d5 Na5 10. e4","10. e4 ... ","e2","e4","","r1bq1rk1/ppp1ppbp/1n4p1/n2P4/4P3/2N2NP1/PP3PBP/R1BQ1RK1 b - - 0 10"
"8374","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6 9.d5 Na5 10.e4 c6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6 9. d5 Na5 10. e4 c6","10.  ... c6","c7","c6","","r1bq1rk1/pp2ppbp/1np3p1/n2P4/4P3/2N2NP1/PP3PBP/R1BQ1RK1 w - - 0 11"
"8375","D76","Neo-Grünfeld, 6.cxd5 Nxd5 7.O-O Nb6 8.Nc3 Nc6 9.d5 Na5 10.e4 c6 11.Bg5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. cxd5 Nxd5 7. O-O Nb6 8. Nc3 Nc6 9. d5 Na5 10. e4 c6 11. Bg5","11. Bg5 ... ","c1","g5","","r1bq1rk1/pp2ppbp/1np3p1/n2P2B1/4P3/2N2NP1/PP3PBP/R2Q1RK1 b - - 1 11"
"8376","D77","Neo-Grünfeld, 6.O-O","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O","6. O-O ... ","e1","g1","","rnbq1rk1/ppp1ppbp/5np1/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 5 6"
"8377","D77","Neo-Grünfeld, 6.O-O e6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O e6","6.  ... e6","e7","e6","","rnbq1rk1/ppp2pbp/4pnp1/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7"
"8378","D77","Neo-Grünfeld, 6.O-O c5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c5","6.  ... c5","c7","c5","","rnbq1rk1/pp2ppbp/5np1/2pp4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7"
"8379","D77","Neo-Grünfeld, 6.O-O c5 7.dxc5 dxc4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c5 7. dxc5 dxc4","7.  ... dxc4","d5","c4","","rnbq1rk1/pp2ppbp/5np1/2P5/2p5/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 8"
"8380","D77","Neo-Grünfeld, 6.O-O Nc6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O Nc6","6.  ... Nc6","b8","c6","","r1bq1rk1/ppp1ppbp/2n2np1/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 6 7"
"8381","D77","Neo-Grünfeld, 6.O-O dxc4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O dxc4","6.  ... dxc4","d5","c4","","rnbq1rk1/ppp1ppbp/5np1/8/2pP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7"
"8382","D77","Neo-Grünfeld, 6.O-O dxc4 7.Na3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O dxc4 7. Na3","7. Na3 ... ","b1","a3","","rnbq1rk1/ppp1ppbp/5np1/8/2pP4/N4NP1/PP2PPBP/R1BQ1RK1 b - - 1 7"
"8383","D77","Neo-Grünfeld, 6.O-O dxc4 7.Na3 Na6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O dxc4 7. Na3 Na6","7.  ... Na6","b8","a6","","r1bq1rk1/ppp1ppbp/n4np1/8/2pP4/N4NP1/PP2PPBP/R1BQ1RK1 w - - 2 8"
"8384","D77","Neo-Grünfeld, 6.O-O dxc4 7.Na3 c3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O dxc4 7. Na3 c3","7.  ... c3","c4","c3","","rnbq1rk1/ppp1ppbp/5np1/8/3P4/N1p2NP1/PP2PPBP/R1BQ1RK1 w - - 0 8"
"8385","D77","Neo-Grünfeld, 6.O-O dxc4 7.Na3 c3 8.bxc3 c5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O dxc4 7. Na3 c3 8. bxc3 c5","8.  ... c5","c7","c5","","rnbq1rk1/pp2ppbp/5np1/2p5/3P4/N1P2NP1/P3PPBP/R1BQ1RK1 w - - 0 9"
"8386","D77","Neo-Grünfeld, 6.O-O dxc4 7.Na3 c3 8.bxc3 c5 9.e3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O dxc4 7. Na3 c3 8. bxc3 c5 9. e3","9. e3 ... ","e2","e3","","rnbq1rk1/pp2ppbp/5np1/2p5/3P4/N1P1PNP1/P4PBP/R1BQ1RK1 b - - 0 9"
"8387","D77","Neo-Grünfeld, 6.O-O dxc4 7.Na3 Nc6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O dxc4 7. Na3 Nc6","7.  ... Nc6","b8","c6","","r1bq1rk1/ppp1ppbp/2n2np1/8/2pP4/N4NP1/PP2PPBP/R1BQ1RK1 w - - 2 8"
"8388","D77","Neo-Grünfeld, 6.O-O dxc4 7.Na3 Nc6 8.Nxc4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O dxc4 7. Na3 Nc6 8. Nxc4","8. Nxc4 ... ","a3","c4","","r1bq1rk1/ppp1ppbp/2n2np1/8/2NP4/5NP1/PP2PPBP/R1BQ1RK1 b - - 0 8"
"8389","D77","Neo-Grünfeld, 6.O-O dxc4 7.Na3 Nc6 8.Nxc4 Be6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O dxc4 7. Na3 Nc6 8. Nxc4 Be6","8.  ... Be6","c8","e6","","r2q1rk1/ppp1ppbp/2n1bnp1/8/2NP4/5NP1/PP2PPBP/R1BQ1RK1 w - - 1 9"
"8390","D77","Neo-Grünfeld, 6.O-O dxc4 7.Na3 Nc6 8.Nxc4 Be6 9.b3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O dxc4 7. Na3 Nc6 8. Nxc4 Be6 9. b3","9. b3 ... ","b2","b3","","r2q1rk1/ppp1ppbp/2n1bnp1/8/2NP4/1P3NP1/P3PPBP/R1BQ1RK1 b - - 0 9"
"8391","D77","Neo-Grünfeld, 6.O-O dxc4 7.Na3 Nc6 8.Nxc4 Be6 9.b3 Bd5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O dxc4 7. Na3 Nc6 8. Nxc4 Be6 9. b3 Bd5","9.  ... Bd5","e6","d5","","r2q1rk1/ppp1ppbp/2n2np1/3b4/2NP4/1P3NP1/P3PPBP/R1BQ1RK1 w - - 1 10"
"8392","D78","Neo-Grünfeld, 6.O-O c6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6","6.  ... c6","c7","c6","","rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 7"
"8393","D78","Neo-Grünfeld, 6.O-O c6 7.Na3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Na3","7. Na3 ... ","b1","a3","","rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP4/N4NP1/PP2PPBP/R1BQ1RK1 b - - 1 7"
"8394","D78","Neo-Grünfeld, 6.O-O c6 7.Ne5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Ne5","7. Ne5 ... ","f3","e5","","rnbq1rk1/pp2ppbp/2p2np1/3pN3/2PP4/6P1/PP2PPBP/RNBQ1RK1 b - - 1 7"
"8395","D78","Neo-Grünfeld, 6.O-O c6 7.Qa4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Qa4","7. Qa4 ... ","d1","a4","","rnbq1rk1/pp2ppbp/2p2np1/3p4/Q1PP4/5NP1/PP2PPBP/RNB2RK1 b - - 1 7"
"8396","D78","Neo-Grünfeld, 6.O-O c6 7.Nc3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Nc3","7. Nc3 ... ","b1","c3","","rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 1 7"
"8397","D78","Neo-Grünfeld, 6.O-O c6 7.Nc3 dxc4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Nc3 dxc4","7.  ... dxc4","d5","c4","","rnbq1rk1/pp2ppbp/2p2np1/8/2pP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 8"
"8398","D78","Neo-Grünfeld, 6.O-O c6 7.Qb3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Qb3","7. Qb3 ... ","d1","b3","","rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP4/1Q3NP1/PP2PPBP/RNB2RK1 b - - 1 7"
"8399","D78","Neo-Grünfeld, 6.O-O c6 7.Qb3 Qb6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Qb3 Qb6","7.  ... Qb6","d8","b6","","rnb2rk1/pp2ppbp/1qp2np1/3p4/2PP4/1Q3NP1/PP2PPBP/RNB2RK1 w - - 2 8"
"8400","D78","Neo-Grünfeld, 6.O-O c6 7.Qb3 dxc4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Qb3 dxc4","7.  ... dxc4","d5","c4","","rnbq1rk1/pp2ppbp/2p2np1/8/2pP4/1Q3NP1/PP2PPBP/RNB2RK1 w - - 0 8"
"8401","D78","Neo-Grünfeld, 6.O-O c6 7.Qb3 dxc4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Qb3 dxc4 8. Qxc4","8. Qxc4 ... ","b3","c4","","rnbq1rk1/pp2ppbp/2p2np1/8/2QP4/5NP1/PP2PPBP/RNB2RK1 b - - 0 8"
"8402","D78","Neo-Grünfeld, 6.O-O c6 7.Nbd2","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Nbd2","7. Nbd2 ... ","b1","d2","","rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP4/5NP1/PP1NPPBP/R1BQ1RK1 b - - 1 7"
"8403","D78","Neo-Grünfeld, 6.O-O c6 7.Nbd2 Nbd7","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Nbd2 Nbd7","7.  ... Nbd7","b8","d7","","r1bq1rk1/pp1nppbp/2p2np1/3p4/2PP4/5NP1/PP1NPPBP/R1BQ1RK1 w - - 2 8"
"8404","D78","Neo-Grünfeld, 6.O-O c6 7.Nbd2 Ne4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Nbd2 Ne4","7.  ... Ne4","f6","e4","","rnbq1rk1/pp2ppbp/2p3p1/3p4/2PPn3/5NP1/PP1NPPBP/R1BQ1RK1 w - - 2 8"
"8405","D78","Neo-Grünfeld, 6.O-O c6 7.Nbd2 Bf5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. Nbd2 Bf5","7.  ... Bf5","c8","f5","","rn1q1rk1/pp2ppbp/2p2np1/3p1b2/2PP4/5NP1/PP1NPPBP/R1BQ1RK1 w - - 2 8"
"8406","D78","Neo-Grünfeld, 6.O-O c6 7.b3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. b3","7. b3 ... ","b2","b3","","rnbq1rk1/pp2ppbp/2p2np1/3p4/2PP4/1P3NP1/P3PPBP/RNBQ1RK1 b - - 0 7"
"8407","D78","Neo-Grünfeld, 6.O-O c6 7.b3 Bf5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. b3 Bf5","7.  ... Bf5","c8","f5","","rn1q1rk1/pp2ppbp/2p2np1/3p1b2/2PP4/1P3NP1/P3PPBP/RNBQ1RK1 w - - 1 8"
"8408","D78","Neo-Grünfeld, 6.O-O c6 7.b3 Ne4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. b3 Ne4","7.  ... Ne4","f6","e4","","rnbq1rk1/pp2ppbp/2p3p1/3p4/2PPn3/1P3NP1/P3PPBP/RNBQ1RK1 w - - 1 8"
"8409","D79","Neo-Grünfeld, 6.O-O c6 7.cxd5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. cxd5","7. cxd5 ... ","c4","d5","","rnbq1rk1/pp2ppbp/2p2np1/3P4/3P4/5NP1/PP2PPBP/RNBQ1RK1 b - - 0 7"
"8410","D79","Neo-Grünfeld, 6.O-O c6 7.cxd5 cxd5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. cxd5 cxd5","7.  ... cxd5","c6","d5","","rnbq1rk1/pp2ppbp/5np1/3p4/3P4/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 8"
"8411","D79","Neo-Grünfeld, 6.O-O c6 7.cxd5 cxd5 8.Nc3","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. cxd5 cxd5 8. Nc3","8. Nc3 ... ","b1","c3","","rnbq1rk1/pp2ppbp/5np1/3p4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 1 8"
"8412","D79","Neo-Grünfeld, 6.O-O c6 7.cxd5 cxd5 8.Nc3 e6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. cxd5 cxd5 8. Nc3 e6","8.  ... e6","e7","e6","","rnbq1rk1/pp3pbp/4pnp1/3p4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 9"
"8413","D79","Neo-Grünfeld, 6.O-O c6 7.cxd5 cxd5 8.Nc3 Ne4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. cxd5 cxd5 8. Nc3 Ne4","8.  ... Ne4","f6","e4","","rnbq1rk1/pp2ppbp/6p1/3p4/3Pn3/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 2 9"
"8414","D79","Neo-Grünfeld, 6.O-O c6 7.cxd5 cxd5 8.Nc3 Ne4 9.Ne5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. cxd5 cxd5 8. Nc3 Ne4 9. Ne5","9. Ne5 ... ","f3","e5","","rnbq1rk1/pp2ppbp/6p1/3pN3/3Pn3/2N3P1/PP2PPBP/R1BQ1RK1 b - - 3 9"
"8415","D79","Neo-Grünfeld, 6.O-O c6 7.cxd5 cxd5 8.Nc3 Ne4 9.Nxe4","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. cxd5 cxd5 8. Nc3 Ne4 9. Nxe4","9. Nxe4 ... ","c3","e4","","rnbq1rk1/pp2ppbp/6p1/3p4/3PN3/5NP1/PP2PPBP/R1BQ1RK1 b - - 0 9"
"8416","D79","Neo-Grünfeld, 6.O-O c6 7.cxd5 cxd5 8.Nc3 Nc6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. cxd5 cxd5 8. Nc3 Nc6","8.  ... Nc6","b8","c6","","r1bq1rk1/pp2ppbp/2n2np1/3p4/3P4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 2 9"
"8417","D79","Neo-Grünfeld, 6.O-O c6 7.cxd5 cxd5 8.Nc3 Nc6 9.Ne5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. cxd5 cxd5 8. Nc3 Nc6 9. Ne5","9. Ne5 ... ","f3","e5","","r1bq1rk1/pp2ppbp/2n2np1/3pN3/3P4/2N3P1/PP2PPBP/R1BQ1RK1 b - - 3 9"
"8418","D79","Neo-Grünfeld, 6.O-O c6 7.cxd5 cxd5 8.Nc3 Nc6 9.Ne5 e6","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. cxd5 cxd5 8. Nc3 Nc6 9. Ne5 e6","9.  ... e6","e7","e6","","r1bq1rk1/pp3pbp/2n1pnp1/3pN3/3P4/2N3P1/PP2PPBP/R1BQ1RK1 w - - 0 10"
"8419","D79","Neo-Grünfeld, 6.O-O c6 7.cxd5 cxd5 8.Ne5","1. d4 Nf6 2. c4 g6 3. g3 d5 4. Bg2 Bg7 5. Nf3 O-O 6. O-O c6 7. cxd5 cxd5 8. Ne5","8. Ne5 ... ","f3","e5","","rnbq1rk1/pp2ppbp/5np1/3pN3/3P4/6P1/PP2PPBP/RNBQ1RK1 b - - 1 8"
